Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
svea.eberl,User,Svea Eberl, Sekundar,Svea Eberl, , , ,Eberl,Svea,keineMailAddy, 
sven.eberle,User,Sven Eberle, Sekundar,Sven Eberle, , , ,Eberle,Sven,s.eberle@mail.xyz, 
swen.fleck,User,Swen Fleck, deaktiviert,Swen Fleck, , , ,Fleck,Swen,swen.fleck@mail.xyz, 
sylvia.engelmann,User,Sylvia Engelmann, Sekundar,Sylvia Engelmann, , , ,Engelmann,Sylvia,s.engelmann@mail.xyz, 
tara.felten,User,Tara Felten, Sekundar,Tara Felten, , , ,Felten,Tara,tara.felten@mail.xyz, 
tara.gerstner,User,Tara Gerstner, Sekundar,Tara Gerstner, , , ,Gerstner,Tara,t.gerstner@mail.xyz, 
teresa.fell,User,Teresa Fell, Sekundar,Teresa Fell, , , ,Fell,Teresa,t.fell@mail.xyz, 
teresa.guenter,User,Teresa Guenter, deaktiviert,Teresa Guenter, , , ,Guenter,Teresa,teresa.guenter@mail.xyz, 
theo.gerling,User,Theo Gerling, Sekundar,Theo Gerling, , , ,Gerling,Theo,keineMailAddy, 
thomas.gerlach,User,Thomas Gerlach, Sekundar,Thomas Gerlach, , , ,Gerlach,Thomas,keineMailAddy, 
thore.diekmann,User,Thore Diekmann, Sekundar,Thore Diekmann, , , ,Diekmann,Thore,t.diekmann@mail.xyz, 
thore.gebert,User,Thore Gebert, Sekundar,Thore Gebert, , , ,Gebert,Thore,t.gebert@mail.xyz, 
thorsten.faust,User,Thorsten Faust, Sekundar,Thorsten Faust, , , ,Faust,Thorsten,keineMailAddy, 
til.franklin,User,Til Franklin, Sekundar,Til Franklin, , , ,Franklin,Til,t.franklin@mail.xyz, 
tim.ham,User,Timm Hammond, Oberstufe - Matur,Timm Hammond, , , ,Hammond,Timm,keineMailAddy, 
timo.gassner,User,Timo Gassner, Sekundar,Timo Gassner, , , ,Gassner,Timo,timo.gassner@mail.xyz, 
tore.hagemann,User,Hagemann Tore, Oberstufe extern,Hagemann Tore, , , ,Hagemann,Tore,keineMailAddy, 
tore.hardy,User,Tore Hardy, Sekundar extern,Tore Hardy, , , ,Hardy,Tore,tore.hardy@mail.xyz, 
torsten.edinger,User,Torsten Edinger, Sekundar,Torsten Edinger, , , ,Edinger,Torsten,keineMailAddy, 
torsten.freund,User,Torsten Freund, Sekundar,Torsten Freund, , , ,Freund,Torsten,torsten.freund@mail.xyz, 
ulrich.frick,User,Ulrich Frick, Sekundar,Ulrich Frick, , , ,Frick,Ulrich,ulrich.frick@mail.xyz, 
ulrich.gruenewald,User,Ulrich Gruenewald, Sekundar,Ulrich Gruenewald, , , ,Gruenewald,Ulrich,u.gruenewald@mail.xyz, 
ulrike.exner,User,Ulrike Exner, Sekundar,Ulrike Exner, , , ,Exner,Ulrike,u.exner@mail.xyz, 
ulrike.franke,User,Ulrike Franke, Sekundar,Ulrike Franke, , , ,Franke,Ulrike,ulrike.franke@mail.xyz, 
ulrike.heck,User,Ulrike Heck, deaktiviert,Ulrike Heck, , , ,Heck,Ulrike,u.heck@mail.xyz, 
val.hac,User,Valentin Hackmann, Oberstufe - Matur,Valentin Hackmann, , , ,Hackmann,Valentin,valentin.hackmann@mail.xyz, 
vanessa.gesund,User,Vanessa Gesund, Sekundar,Vanessa Gesund, , , ,Gesund,Vanessa,keineMailAddy, 
victor.harms,User,Victor Harms, Sekundar extern,Victor Harms, , , ,Harms,Victor,v.harms@mail.xyz, 
victoria.gonzales,User,Victoria Gonzales, Sekundar,Victoria Gonzales, , , ,Gonzales,Victoria,victoria.gonzales@mail.xyz, 
victoria.gray,User,Victoria Gray, Sekundar,Victoria Gray, , , ,Gray,Victoria,v.gray@mail.xyz, 
victoria.haid,User,Haid Victoria, Oberstufe extern,Haid Victoria, , , ,Haid,Victoria,v.haid@mail.xyz, 
viktor.eckhard,User,Viktor Eckhard, Sekundar,Viktor Eckhard, , , ,Eckhard,Viktor,viktor.eckhard@mail.xyz, 
vincent.feldmann,User,Vincent Feldmann, Sekundar,Vincent Feldmann, , , ,Feldmann,Vincent,keineMailAddy, 
vivien.germann,User,Vivien Germann, Sekundar,Vivien Germann, , , ,Germann,Vivien,v.germann@mail.xyz, 
volker.dieckmann,User,Volker Dieckmann, Sekundar,Volker Dieckmann, , , ,Dieckmann,Volker,keineMailAddy, 
volker.geissler,User,Volker Geissler, Sekundar,Volker Geissler, , , ,Geissler,Volker,v.geissler@mail.xyz, 
volker.heckmann,User,Volker Heckmann, deaktiviert,Volker Heckmann, , , ,Heckmann,Volker,volker.heckmann@mail.xyz, 
wal.hai,User,Waltraut Haid, Oberstufe - Matur,Waltraut Haid, , , ,Haid,Waltraut,w.haid@mail.xyz, 
walther.gast,User,Walther Gast, Sekundar,Walther Gast, , , ,Gast,Walther,w.gast@mail.xyz, 
waltraut.harder,User,Waltraut Harder, Sekundar extern,Waltraut Harder, , , ,Harder,Waltraut,waltraut.harder@mail.xyz, 
werner.euler,User,Werner Euler, Sekundar,Werner Euler, , , ,Euler,Werner,werner.euler@mail.xyz, 
werner.fett,User,Werner Fett, Sekundar,Werner Fett, , , ,Fett,Werner,werner.fett@mail.xyz, 
willi.geist,User,Willi Geist, Sekundar,Willi Geist, , , ,Geist,Willi,willi.geist@mail.xyz, 
willy.ewald,User,Willy Ewald, Sekundar,Willy Ewald, , , ,Ewald,Willy,keineMailAddy, 
wolfgang.gray,User,Wolfgang Gray, Sekundar,Wolfgang Gray, , , ,Gray,Wolfgang,wolfgang.gray@mail.xyz, 
wolfgang.haas,User,Wolfgang Haas, deaktiviert,Wolfgang Haas, , , ,Haas,Wolfgang,keineMailAddy, 
yannic.dreyer,User,Yannic Dreyer, Sekundar,Yannic Dreyer, , , ,Dreyer,Yannic,keineMailAddy, 
yannik.graf,User,Yannik Graf, Sekundar,Yannik Graf, , , ,Graf,Yannik,keineMailAddy, 
yasmin.eckard,User,Yasmin Eckard, Sekundar,Yasmin Eckard, , , ,Eckard,Yasmin,yasmin.eckard@mail.xyz, 
yasmin.gering,User,Yasmin Gering, Sekundar,Yasmin Gering, , , ,Gering,Yasmin,y.gering@mail.xyz, 
yvonne.dorn,User,Yvonne Dorn, Sekundar,Yvonne Dorn, , , ,Dorn,Yvonne,yvonne.dorn@mail.xyz, 
yvonne.engelhardt,User,Yvonne Engelhardt, Sekundar,Yvonne Engelhardt, , , ,Engelhardt,Yvonne,yvonne.engelhardt@mail.xyz, 
zoe.drescher,User,Zoe Drescher, Sekundar,Zoe Drescher, , , ,Drescher,Zoe,keineMailAddy, 
