Name,Type,Description,Display Name,E-Mail Address,Company,Job Title,Last Name,First Name,User Logon Name,Department
sabine.kromer,User,Sabine Kromer, Sekundar extern,Sabine Kromer, , , ,Kromer,Sabine,keineMailAddy, 
samantha.herwig,User,Samantha Herwig, deaktiviert,Samantha Herwig, , , ,Herwig,Samantha,s.herwig@mail.xyz, 
san.hof,User,Sandra Hof, Oberstufe - Matur,Sandra Hof, , , ,Hof,Sandra,sandra.hof@mail.xyz, 
seb.ker,User,Sebastian Kern, Oberstufe - Matur,Sebastian Kern, , , ,Kern,Sebastian,sebastian.kern@mail.xyz, 
sie.jan,User,Siegfried Jankowski, Oberstufe - Matur,Siegfried Jankowski, , , ,Jankowski,Siegfried,siegfried.jankowski@mail.xyz, 
sie.kae,User,Siegfried Kaemmerer, Oberstufe - Matur,Siegfried Kaemmerer, , , ,Kaemmerer,Siegfried,siegfried.kaemmerer@mail.xyz, 
sigrid.hofbauer,User,Hofbauer Sigrid, Oberstufe extern,Hofbauer Sigrid, , , ,Hofbauer,Sigrid,keineMailAddy, 
sil.jan,User,Silke Jansen, Oberstufe - Matur,Silke Jansen, , , ,Jansen,Silke,s.jansen@mail.xyz, 
silas.kleinert,User,Kleinert Silas, Handelsmatur,Kleinert Silas, , , ,Kleinert,Silas,keineMailAddy, 
simon.hilpert,User,Simon Hilpert, deaktiviert,Simon Hilpert, , , ,Hilpert,Simon,keineMailAddy, 
sinah.janzen,User,Janzen Sinah, Oberstufe extern,Janzen Sinah, , , ,Janzen,Sinah,keineMailAddy, 
sofie.hofmeister,User,Sofie Hofmeister, Sekundar extern,Sofie Hofmeister, , , ,Hofmeister,Sofie,s.hofmeister@mail.xyz, 
sofie.hubbard,User,Sofie Hubbard, deaktiviert,Sofie Hubbard, , , ,Hubbard,Sofie,s.hubbard@mail.xyz, 
sophia.katz,User,Sophia Katz, Sekundar extern,Sophia Katz, , , ,Katz,Sophia,s.katz@mail.xyz, 
stephan.janson,User,Stephan Janson, deaktiviert,Stephan Janson, , , ,Janson,Stephan,s.janson@mail.xyz, 
stephanie.heller,User,Heller Stephanie, Oberstufe extern,Heller Stephanie, , , ,Heller,Stephanie,stephanie.heller@mail.xyz, 
stephanie.hempel,User,Stephanie Hempel, Sekundar extern,Stephanie Hempel, , , ,Hempel,Stephanie,stephanie.hempel@mail.xyz, 
stina.hilger,User,Hilger Stina, Oberstufe extern,Hilger Stina, , , ,Hilger,Stina,s.hilger@mail.xyz, 
stina.hillebrandt,User,Hillebrandt Stina, Oberstufe extern,Hillebrandt Stina, , , ,Hillebrandt,Stina,keineMailAddy, 
susanne.kretz,User,Susanne Kretz, Sekundar extern,Susanne Kretz, , , ,Kretz,Susanne,susanne.kretz@mail.xyz, 
sve.kar,User,Svea Karger, Oberstufe - Matur,Svea Karger, , , ,Karger,Svea,keineMailAddy, 
sve.kre,User,Sven Kretzschmar, Oberstufe - Matur,Sven Kretzschmar, , , ,Kretzschmar,Sven,s.kretzschmar@mail.xyz, 
svea.henke,User,Henke Svea, Oberstufe extern,Henke Svea, , , ,Henke,Svea,keineMailAddy, 
svea.hintz,User,Svea Hintz, deaktiviert,Svea Hintz, , , ,Hintz,Svea,keineMailAddy, 
sylvia.kropp,User,Sylvia Kropp, deaktiviert,Sylvia Kropp, , , ,Kropp,Sylvia,sylvia.kropp@mail.xyz, 
the.kug,User,Theo Kugler, Oberstufe - Matur,Theo Kugler, , , ,Kugler,Theo,theo.kugler@mail.xyz, 
theo.kautz,User,Kautz Theo, Oberstufe extern,Kautz Theo, , , ,Kautz,Theo,keineMailAddy, 
theresa.joerg,User,Theresa Joerg, deaktiviert,Theresa Joerg, , , ,Joerg,Theresa,theresa.joerg@mail.xyz, 
thies.herzog,User,Herzog Thies, Handelsmatur,Herzog Thies, , , ,Herzog,Thies,keineMailAddy, 
thomas.hoeck,User,Thomas Hoeck, Sekundar extern,Thomas Hoeck, , , ,Hoeck,Thomas,thomas.hoeck@mail.xyz, 
thore.hille,User,Thore Hille, Lehrer Sekundar,Thore Hille, , , ,Hille,Thore,thore.hille@mail.xyz, 
thore.hoehn,User,Thore Hoehn, Sekundar extern,Thore Hoehn, , , ,Hoehn,Thore,thore.hoehn@mail.xyz, 
thorsten.kast,User,Thorsten Kast, Sekundar extern,Thorsten Kast, , , ,Kast,Thorsten,thorsten.kast@mail.xyz, 
til.karcher,User,Karcher Til, Oberstufe extern,Karcher Til, , , ,Karcher,Til,t.karcher@mail.xyz, 
till.hoff,User,Hoff Till, Handelsmatur,Hoff Till, , , ,Hoff,Till,t.hoff@mail.xyz, 
till.jones,User,Till Jones, deaktiviert,Till Jones, , , ,Jones,Till,till.jones@mail.xyz, 
timon.jones,User,Timon Jones, deaktiviert,Timon Jones, , , ,Jones,Timon,t.jones@mail.xyz, 
tomas.hense,User,Tomas Hense, Sekundar extern,Tomas Hense, , , ,Hense,Tomas,tomas.hense@mail.xyz, 
torben.kemmer,User,Torben Kemmer, Lehrer Sekundar,Torben Kemmer, , , ,Kemmer,Torben,keineMailAddy, 
torsten.heger,User,Heger Torsten, Oberstufe extern,Heger Torsten, , , ,Heger,Torsten,torsten.heger@mail.xyz, 
torsten.hoefer,User,Hoefer Torsten, Oberstufe extern,Hoefer Torsten, , , ,Hoefer,Torsten,torsten.hoefer@mail.xyz, 
torsten.kromer,User,Torsten Kromer, Sekundar extern,Torsten Kromer, , , ,Kromer,Torsten,t.kromer@mail.xyz, 
ulrike.krenz,User,Ulrike Krenz, Sekundar extern,Ulrike Krenz, , , ,Krenz,Ulrike,u.krenz@mail.xyz, 
ute.kehl,User,Ute Kehl, deaktiviert,Ute Kehl, , , ,Kehl,Ute,keineMailAddy, 
val.kem,User,Valentin Kemmer, Oberstufe - Matur,Valentin Kemmer, , , ,Kemmer,Valentin,valentin.kemmer@mail.xyz, 
valentin.jasper,User,Valentin Jasper, Sekundar extern,Valentin Jasper, , , ,Jasper,Valentin,valentin.jasper@mail.xyz, 
vanessa.horst,User,Vanessa Horst, deaktiviert,Vanessa Horst, , , ,Horst,Vanessa,vanessa.horst@mail.xyz, 
victor.kassner,User,V. Kassner, Leitung,V. Kassner, , , ,Kassner,Victor,victor.kassner@mail.xyz, 
vik.imh,User,Viktoria Imhof, Oberstufe - Matur,Viktoria Imhof, , , ,Imhof,Viktoria,v.imhof@mail.xyz, 
vik.kai,User,Viktoria Kainz, Oberstufe - Matur,Viktoria Kainz, , , ,Kainz,Viktoria,viktoria.kainz@mail.xyz, 
viktoria.hofmann,User,Viktoria Hofmann, deaktiviert,Viktoria Hofmann, , , ,Hofmann,Viktoria,v.hofmann@mail.xyz, 
waldtraut.kremer,User,Kremer Waldtraut, Oberstufe extern,Kremer Waldtraut, , , ,Kremer,Waldtraut,keineMailAddy, 
walter.kramer,User,Walter Kramer, Sekundar extern,Walter Kramer, , , ,Kramer,Walter,keineMailAddy, 
waltraut.kohler,User,Waltraut Kohler, Sekundar extern,Waltraut Kohler, , , ,Kohler,Waltraut,w.kohler@mail.xyz, 
werner.hilbig,User,Werner Hilbig, Sekundar extern,Werner Hilbig, , , ,Hilbig,Werner,w.hilbig@mail.xyz, 
wilfried.hertel,User,Wilfried Hertel, Lehrer Sekundar,Wilfried Hertel, , , ,Hertel,Wilfried,w.hertel@mail.xyz, 
wilhelm.hentschel,User,Wilhelm Hentschel, deaktiviert,Wilhelm Hentschel, , , ,Hentschel,Wilhelm,wilhelm.hentschel@mail.xyz, 
willi.horstmann,User,Willi Horstmann, deaktiviert,Willi Horstmann, , , ,Horstmann,Willi,willi.horstmann@mail.xyz, 
willi.kelly,User,Kelly Willi, Handelsmatur,Kelly Willi, , , ,Kelly,Willi,willi.kelly@mail.xyz, 
willy.hiller,User,Hiller Willy, Handelsmatur,Hiller Willy, , , ,Hiller,Willy,keineMailAddy, 
yannick.hock,User,Hock Yannick, Oberstufe extern,Hock Yannick, , , ,Hock,Yannick,y.hock@mail.xyz, 
yannik.hudson,User,Hudson Yannik, Handelsmatur,Hudson Yannik, , , ,Hudson,Yannik,yannik.hudson@mail.xyz, 
yannik.jennings,User,Yannik Jennings, Sekundar extern,Yannik Jennings, , , ,Jennings,Yannik,yannik.jennings@mail.xyz, 
yannik.kappes,User,Yannik Kappes, deaktiviert,Yannik Kappes, , , ,Kappes,Yannik,yannik.kappes@mail.xyz, 
